2303	2043
2119	5864
2120	4247
2121	3355
2122	3466
2123	2454
2131	4186
2132	2366
2133	7567
2146	4866
2147	3853
2148	3804
2149	7502
2150	4050
2151	5121
2159	6212
2160	2115
2161	7725
2162	4998
2114	1950
2115	3049
2126	4870
2127	3781
2128	3703
2142	2673
2174	2456
2175	1782
2176	3118
2177	2888
2178	4472
2189	3736
2190	2764
2191	2781
2192	3578
2197	4558
2198	2103
2143	3117
2155	3305
2156	2719
2170	8175
2171	3608
2199	6414
2200	4633
2207	3481
2208	4056
2209	2356
2210	4710
2211	4131
2216	2756
2217	4248
2183	6575
2184	3063
2185	3059
2194	3927
2201	3280
2218	2786
2224	2134
2225	4003
2231	5961
2232	8939
2233	10926
2234	2879
2235	7505
2236	4922
2237	12572
2202	1978
2203	2293
2212	2822
2213	2813
2219	4935
2220	2398
2221	5684
2238	4969
2239	8225
2246	4763
2247	6990
2248	6765
2249	8009
2257	6751
2258	3181
2259	8996
2260	8109
2261	4489
2262	7416
2263	6263
2264	8605
2265	10353
2266	15216
2226	3455
2227	4257
2228	3040
2240	5210
2241	5326
2276	6977
2277	4469
2278	5010
2283	6378
2284	3636
1594	1810
1595	8267
1596	774
1597	239
1598	1179
1599	771
1600	1779
1601	361
1602	399
523	1873
524	453
525	1839
526	741
529	826
530	2883
531	2279
532	2929
533	2885
534	1420
535	3410
536	993
537	3326
538	1941
1554	4426
1555	2923
1556	2754
1553	3760
1557	2982
1558	7093
1559	5597
1560	3398
1561	3128
1562	5447
1564	4347
1565	3016
1566	4841
1567	3877
1568	3486
1563	3319
1569	2539
1576	3081
1570	808
1571	3056
1572	4164
1573	4176
1574	3892
1575	2137
486	2890
499	1374
485	1672
503	1097
507	3702
508	3304
509	3922
510	3665
511	2030
513	4048
514	10238
515	4419
512	1942
516	8533
517	5931
518	1103
519	3625
520	3143
521	3265
522	4865
405	2536
406	5422
407	4246
404	1525
408	2946
409	4397
738	4559
739	2012
740	3341
741	5118
742	6682
743	5598
744	13202
745	8401
767	2473
768	11361
769	8033
770	5387
773	3106
774	7516
775	5924
776	2372
777	8711
778	4155
779	4313
780	2948
781	8267
782	4956
783	3906
784	2640
785	4036
787	4713
788	2556
789	4473
790	2452
791	6766
802	4736
803	3841
804	3806
805	4435
809	7784
810	2292
811	4959
658	6972
659	3865
1674	585
1678	814
1619	1611
1620	4259
1621	1531
1622	2008
1623	699
1624	591
1625	2219
1626	935
1627	873
1628	277
1629	1301
1645	993
1646	876
1647	899
1648	1293
1649	335
1873	2150
1874	3956
1875	6496
1876	17137
1877	9396
1878	4492
1879	6584
1880	14015
1881	7974
1882	16026
1883	33387
1884	6284
1885	2491
1886	1828
1887	7922
1888	5665
1889	3509
1890	4095
1891	1854
1892	5339
1893	8258
1894	3701
1895	5213
1141	4066
1142	2832
1143	2972
1144	4220
1145	2702
1135	2919
1136	2686
1146	2270
1147	1458
1148	1998
1149	2259
1150	2918
1151	3703
1152	1044
1153	3437
1154	5525
1108	2960
1109	4510
1110	2788
1111	3285
1112	1476
1113	2307
1114	1863
1115	3134
1116	2242
1117	6680
1118	4338
1119	1271
1120	2947
1121	6097
1122	3309
1123	1793
1124	3477
1125	3562
1126	4367
1127	2890
1128	2404
1129	3684
1130	3982
1131	1911
1132	3431
1133	2633
1134	3451
476	633
477	2724
490	2050
491	395
492	1919
493	2189
494	2431
495	803
717	2300
718	1681
722	3165
723	2227
724	4787
725	5344
726	2791
727	2019
728	2325
729	2213
730	2067
731	1860
732	7882
2025	4409
2031	2304
2032	1418
2033	370
2034	2368
2035	2241
2036	1746
2037	540
2038	3080
2047	3518
2048	619
2052	3668
2053	4887
2054	3568
660	2065
2055	3816
2056	1009
2057	4623
2058	1867
661	4101
2039	2697
2040	980
2041	322
2042	3508
2043	1518
2049	1423
2050	3005
1899	1556
1900	3674
1901	1487
1902	2591
1903	3340
1904	7137
1917	2321
1918	3182
1919	2807
1920	3300
1921	1048
1922	3136
1923	1622
1924	2263
588	3396
589	3963
590	7871
591	4900
592	3562
593	8140
594	9389
595	6477
596	2326
597	6606
598	3648
599	6076
600	2633
601	3982
602	5022
603	4250
618	2321
619	3099
620	5219
621	3422
622	4200
623	3159
624	1669
625	3927
626	4032
627	7516
628	2087
629	2070
630	2470
631	1356
632	3055
633	7896
634	3304
635	5019
636	6693
637	3052
638	6628
639	3713
7	3180
6	2206
5	3607
4	3294
3	3747
2	1972
1	2504
1201	1409
1202	2290
1203	5927
1206	3360
1207	4152
1208	3563
1209	1198
1210	3801
1211	3005
1204	3970
1212	3811
1213	2940
1214	2613
1216	3127
1217	4859
1218	3110
1219	2388
1220	5848
1215	3313
1222	2963
1223	2831
1224	4570
1225	4408
1226	3789
1227	4368
1228	4822
1221	1942
1229	3351
1230	2904
1231	5536
1232	4580
1233	571
1234	3448
1235	2947
1236	3309
1237	4275
1238	4562
1239	3283
1240	5757
1205	2852
1603	1147
1604	7866
1605	191
1606	3097
1607	8063
1608	5979
1609	512
1610	7174
1611	1214
1612	276
1613	2686
1614	1368
1615	2308
1616	1437
1617	2059
1618	1262
1977	2429
1978	1511
1979	5558
1980	4233
1981	858
1982	1053
1983	978
1984	7504
1985	2175
1986	1757
1987	2147
1988	4144
1989	5424
1990	4645
1991	3925
1992	6347
1993	3041
1994	3762
1995	5341
1996	3495
1997	2169
1998	2486
1999	1477
2000	5233
2001	2947
2002	6447
2003	1526
2004	2313
2005	3860
2006	3843
2007	6760
2008	2219
2009	1100
2010	2736
2011	3962
2012	2783
2013	2460
2014	1335
2015	2554
2016	2404
2017	3227
2313	7238
2314	6241
2315	4464
2316	6497
2317	6781
2318	5726
2319	7034
2320	4923
2321	3949
2322	5595
2323	6052
2324	2724
2325	3598
2326	1980
2327	3435
2328	6293
2329	4735
2330	6378
8	3788
9	2144
10	4055
11	3064
12	1622
13	3416
14	3142
15	2481
16	3625
17	2817
18	3963
97	2215
98	5215
99	1820
100	3300
101	3365
102	2294
103	4179
104	3712
105	2275
106	1692
107	5707
108	5309
109	1725
110	4415
111	5102
112	2149
113	4371
114	2292
115	3596
116	3659
117	4192
118	1663
119	2477
120	1153
121	2751
122	4217
123	2661
124	2566
125	3063
126	2310
127	3439
128	1881
129	3546
2097	3398
2098	3570
2099	5007
2100	2673
2101	2666
2102	6382
2103	5451
2104	4099
2105	1607
2106	2920
2107	3188
2108	1824
2109	5133
2110	2852
2111	5175
2112	8681
2113	3184
986	4165
987	2614
988	2651
989	2181
990	1474
991	2599
992	4352
993	2023
994	1764
995	2831
996	3031
997	4211
998	2899
999	3430
1000	2180
1001	2631
1002	2483
1003	3210
1004	2596
1005	2601
1006	3936
1007	2493
1010	1076
2059	2223
2060	4516
2061	5429
2062	3224
2063	5037
2064	3672
2065	3056
2066	2320
2067	2066
2068	4614
1464	2416
1465	4525
1429	2853
1430	2603
1431	3008
1432	4065
1433	2569
1434	1575
1435	2614
1436	2636
1437	2238
1438	2314
1439	2162
1440	3221
1441	3755
1456	1436
1457	2461
1458	1751
1459	3267
1460	2814
1461	2599
1462	1972
1463	1731
2350	2834
2351	4429
2352	2026
2353	5759
2354	948
2355	1238
2356	2738
2357	2630
2358	1870
2359	956
2360	3136
2361	3046
2362	1067
2363	2191
2364	3444
2365	1516
2366	685
2347	2544
2348	2452
2349	1892
340	2400
339	3174
338	3715
331	2233
330	4234
329	2648
328	4070
327	2088
326	2631
325	1148
324	2032
323	2250
322	2747
321	2022
320	4143
319	1925
318	3598
317	1846
316	1470
403	3316
402	2550
401	2203
400	1436
399	1782
394	3026
393	2275
392	3354
391	1755
390	1602
2692	5468
2691	2918
2690	3109
2331	1524
2689	962
640	658
641	3694
642	572
643	2124
644	2614
645	3174
646	2270
647	2480
648	1911
649	2246
650	1854
651	2503
652	2673
653	886
654	754
655	716
656	841
657	1120
2285	91
2286	334
2310	330
2311	2929
2312	673
2125	50
2367	3276
2368	3677
2369	3328
2370	19738
2371	3794
2372	2942
2373	5005
2374	5036
2375	2307
2376	6323
2377	5806
2378	4678
2379	3165
2380	5951
2381	3067
2382	2917
2383	2906
2384	4798
2385	3995
2386	3805
2387	4433
2388	2681
2389	3194
2390	2731
2391	4719
2392	3653
2393	2812
2394	2302
2395	2623
2396	3179
2397	2915
2398	3358
2399	2415
2400	2912
2401	4095
2402	4926
2403	2342
2404	6508
2405	5465
2406	5841
2407	3138
2408	2406
2409	3459
2410	4469
2411	4593
2412	5935
2413	3422
2414	1859
2415	2393
1382	640
1383	1499
1384	3609
1385	1341
1386	3712
1387	2818
1391	3332
1392	1170
1388	6711
1389	1625
1393	1217
1394	3561
1395	1517
1390	3184
1396	3664
1397	5822
2426	6941
2425	1277
2424	3669
2423	2466
2419	5481
2418	6335
2417	2196
2416	2661
2600	3588
2599	3134
2598	5970
2597	2868
2596	3746
2595	5875
2594	3417
2593	5881
2592	3230
2591	2071
2590	6441
2589	4270
2588	9150
2587	5312
2586	4788
2585	7123
2584	5510
2581	5714
2580	9236
2579	4280
2578	3904
2577	6176
2576	4449
2575	9027
2574	2859
2573	3232
2572	4217
2571	2928
2570	4885
2563	6698
2562	7767
2561	4263
2560	1010
2559	6595
2558	6241
2557	8319
2556	6545
2555	2914
2554	4055
2553	8594
2552	2672
2547	3400
2546	3985
2545	2467
2542	4530
2541	10877
2540	4924
2539	5153
2538	1787
2537	9072
2536	7550
2535	6091
2534	3445
2533	6166
2532	9986
2531	5502
2530	2253
2524	7930
2523	8800
2522	5894
2521	2665
2520	5689
2519	5836
2518	5672
2517	4543
2516	5677
2515	4468
2514	8137
2513	4177
2512	10817
2511	3422
2510	5362
2509	8167
2500	3782
2499	6318
2498	4286
2497	6541
2496	5451
2495	18163
2494	3600
2493	5650
2492	4603
2491	10994
2490	6757
2489	3341
2488	5097
2487	5407
2486	3831
2475	2654
2474	3351
2467	2405
2466	1457
2462	1410
2461	2949
2448	2075
2447	1414
2446	1787
2442	2535
2441	2237
2440	2048
2439	4104
2435	1752
2434	4052
2433	1380
2432	5360
2431	3123
2430	3583
2429	6959
2428	5495
2422	12284
2421	1528
2420	5698
2606	2948
2605	5550
2604	2813
2603	1563
2602	7924
2601	4462
2583	2177
2582	3092
2569	4820
2568	2452
2567	2389
2566	3552
2565	3830
2564	8495
2551	4225
2550	3545
2549	4059
2548	5822
2544	3467
2543	7408
2529	2850
2528	3396
2527	4671
2526	3360
2525	1459
2508	4037
2507	6866
2506	3614
2505	2980
2504	1300
2503	3258
2502	3251
2501	3013
2485	5103
2484	3490
2483	3397
